No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2767,FMIVU,Forum Merger IV Corporation,Financial,Shell Companies,USA,-,-,9.92,0.71%,5
2768,FMN,Federated Hermes Premier Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,180.04M,20.74,15.66,-0.63%,16094
2769,FMNB,Farmers National Banc Corp.,Financial,Banks - Regional,USA,426.36M,8.34,15.42,-0.84%,33554
2770,FMO,Fiduciary/Claymore Energy Infrastructure Fund,Financial,Closed-End Fund - Equity,USA,75.84M,-,10.7,-0.47%,9961
2771,FMS,Fresenius Medical Care AG & Co. KGaA,Healthcare,Medical Care Facilities,Germany,22.66B,16.79,38.68,-0.92%,368530
2772,FMTX,"Forma Therapeutics Holdings, Inc.",Healthcare,Biotechnology,USA,1.08B,-,23.44,-4.52%,182908
2773,FMX,"Fomento Economico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Brewers,Mexico,27.65B,64.54,85.38,-0.72%,202386
2774,FMY,First Trust Mortgage Income Fund,Financial,Closed-End Fund - Debt,USA,58.13M,53.9,13.8,0.07%,4357
2775,FN,Fabrinet,Technology,Electronic Components,Cayman Islands,3.73B,26.59,105,-0.10%,143147
2776,FNB,F.N.B. Corporation,Financial,Banks - Regional,USA,3.53B,10.82,11.35,-0.96%,2157805
2777,FNCB,"FNCB Bancorp, Inc.",Financial,Banks - Regional,USA,159.28M,7.97,8,1.52%,7329
2778,FNCH,"Finch Therapeutics Group, Inc.",Healthcare,Biotechnology,USA,753.79M,-,15.6,0.52%,96066
2779,FNCL,Fidelity MSCI Financials Index ETF,Financial,Exchange Traded Fund,USA,-,-,54.5,-0.42%,79453
2780,FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,USA,13.05B,47.28,125.82,0.32%,354811
2781,FNDA,Schwab Fundamental U.S. Small Company Index ETF,Financial,Exchange Traded Fund,USA,-,-,54.19,-0.50%,111561
2782,FNDB,Schwab Fundamental U.S. Broad Market Index ETF,Financial,Exchange Traded Fund,USA,-,-,55.64,-0.34%,14266
2783,FNDC,Schwab Fundamental International Small Company Index ETF,Financial,Exchange Traded Fund,USA,-,-,40.67,0.79%,90064
2784,FNDE,Schwab Fundamental Emerging Markets Large Company Index ETF,Financial,Exchange Traded Fund,USA,-,-,32.78,0.71%,469592
2785,FNDF,Schwab Fundamental International Large Company Index ETF,Financial,Exchange Traded Fund,USA,-,-,33.74,0.60%,330188
2786,FNDX,Schwab Fundamental U.S. Large Company Index ETF,Financial,Exchange Traded Fund,USA,-,-,56.04,-0.46%,218099
2787,FNF,"Fidelity National Financial, Inc.",Financial,Insurance - Specialty,USA,13.59B,5.95,48.08,-0.72%,941154
2788,FNGD,MicroSectors FANG+ Index -3X Inverse Leveraged ETN,Financial,Exchange Traded Fund,USA,-,-,2.21,-1.78%,4634408
2789,FNGO,MicroSectors FANG+ Index 2X Leveraged ETN,Financial,Exchange Traded Fund,USA,-,-,48.7,0.86%,18435
2790,FNGS,MicroSectors FANG+ ETN,Financial,Exchange Traded Fund,USA,-,-,32.5,0.63%,29866
2791,FNGU,MicroSectors FANG+ Index 3X Leveraged ETN,Financial,Exchange Traded Fund,USA,-,-,39.91,1.19%,1459845
2792,FNGZ,MicroSectors FANG+ Index -2X Inverse Leveraged ETN,Financial,Exchange Traded Fund,USA,-,-,2.66,-0.82%,4433
2793,FNHC,FedNat Holding Company,Financial,Insurance - Property & Casualty,USA,40.99M,-,2.38,-5.38%,136868
2794,FNI,First Trust Chindia ETF,Financial,Exchange Traded Fund,USA,-,-,55.41,-0.09%,16804
2795,FNK,First Trust Mid Cap Value AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,45.93,-0.51%,26882
2796,FNKO,"Funko, Inc.",Consumer Cyclical,Leisure,USA,1.01B,18.95,19.37,-1.68%,289163
2797,FNLC,"The First Bancorp, Inc.",Financial,Banks - Regional,USA,311.30M,10.09,29.23,-1.98%,13854
2798,FNOV,FT Cboe Vest US Eq Buffer ETF - November,Financial,Exchange Traded Fund,USA,-,-,38.27,-0.03%,16235
2799,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,34.82B,32.92,147.83,1.59%,373349
2800,FNWB,First Northwest Bancorp,Financial,Banks - Regional,USA,183.78M,12.37,18.25,0.88%,12064
2801,FNX,First Trust Mid Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,102.69,-0.34%,7764
2802,FNY,First Trust Mid Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,76.53,0.01%,9439
2803,FOA,Finance Of America Companies Inc.,Financial,Credit Services,USA,361.75M,-,5.64,3.30%,432632
2804,FOCS,Focus Financial Partners Inc.,Financial,Capital Markets,USA,3.79B,370.42,53.34,-0.39%,187825
2805,FOE,Ferro Corporation,Basic Materials,Specialty Chemicals,USA,1.73B,34.58,21.13,0.38%,346811
2806,FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,400.18M,-,14.68,-1.74%,74745
2807,FOLD,"Amicus Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.99B,-,11.63,-1.77%,2154430
2808,FONR,FONAR Corporation,Healthcare,Medical Devices,USA,118.53M,13.16,17.77,2.13%,18164
2809,FOR,Forestar Group Inc.,Real Estate,Real Estate - Development,USA,981.05M,10.95,20.43,-0.63%,37257
2810,FORA,Forian Inc.,Healthcare,Health Information Services,USA,333.64M,-,10.78,1.51%,66499
2811,FORD,"Forward Industries, Inc.",Consumer Cyclical,Footwear & Accessories,USA,24.24M,53.62,2.52,0.40%,47980
2812,FORE,Foresight Acquisition Corp.,Financial,Shell Companies,USA,396.84M,-,9.83,0.31%,17457
2813,FOREU,Foresight Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.11,0.15%,144
2814,FORM,"FormFactor, Inc.",Technology,Semiconductors,USA,2.95B,39.94,39.98,1.16%,345618
2815,FORR,"Forrester Research, Inc.",Industrials,Consulting Services,USA,901.15M,86.66,48.79,0.60%,47071
2816,FORTY,Formula Systems (1985) Ltd.,Technology,Information Technology Services,Israel,1.46B,29.15,95.64,0.36%,5229
2817,FOSL,"Fossil Group, Inc.",Consumer Cyclical,Luxury Goods,USA,691.76M,-,13.44,-0.30%,529345
2818,FOUR,"Shift4 Payments, Inc.",Technology,Software - Infrastructure,USA,6.72B,226.06,85.45,-1.58%,402271
2819,FOVL,iShares Focused Value Factor ETF,Financial,Exchange Traded Fund,USA,-,-,56.72,-0.51%,3119
2820,FOX,Fox Corporation,Communication Services,Broadcasting,USA,20.03B,10.17,34.13,-1.13%,751220
2821,FOXA,Fox Corporation,Communication Services,Broadcasting,USA,20.24B,10.27,36.89,-0.75%,1520564
2822,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,USA,6.18B,42.19,151.69,-0.60%,84477
2823,FOXW,FoxWayne Enterprises Acquisition Corp.,Financial,Shell Companies,USA,57.71M,-,9.95,-0.20%,67624
2824,FOXWU,FoxWayne Enterprises Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.44,0.00%,0
2825,FPAC,Far Peak Acquisition Corporation,Financial,Shell Companies,USA,599.40M,-,9.99,0.71%,693787
2826,FPAY,"FlexShopper, Inc.",Industrials,Rental & Leasing Services,USA,61.16M,-,2.85,3.64%,161048
2827,FPE,First Trust Preferred Securities and Income ETF,Financial,Exchange Traded Fund,USA,-,-,20.69,0.05%,928325
2828,FPEI,First Trust Institutional Preferred Securities and Income ETF,Financial,Exchange Traded Fund,USA,-,-,20.75,0.02%,71819
2829,FPF,First Trust Intermediate Duration Preferred & Income Fund,Financial,Closed-End Fund - Debt,USA,1.58B,-,25.96,-0.27%,90239
2830,FPH,"Five Point Holdings, LLC",Real Estate,Real Estate - Development,USA,540.98M,-,8.09,0.12%,28469
2831,FPI,Farmland Partners Inc.,Real Estate,REIT - Specialty,USA,402.16M,-,12.54,0.97%,83427
2832,FPL,First Trust New Opportunities MLP & Energy Fund,Financial,Asset Management,USA,143.76M,-,5.74,0.00%,28193
2833,FPRO,Fidelity Real Estate Investment ETF,Financial,Exchange Traded Fund,USA,-,-,25.97,0.00%,10979
2834,FPX,First Trust US Equity Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,131.29,0.55%,26078
2835,FPXI,First Trust International Equity Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,69.92,0.24%,101952
2836,FQAL,Fidelity Quality Factor ETF,Financial,Exchange Traded Fund,USA,-,-,52.67,-0.01%,7771
2837,FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial,USA,7.24B,31.32,56.69,0.11%,1814946
2838,FRA,"BlackRock Floating Rate Income Strategies Fund, Inc.",Financial,Closed-End Fund - Debt,USA,469.65M,97.3,13.33,-0.82%,78292
2839,FRAK,VanEck Vectors Unconventional Oil & Gas ETF,Financial,Exchange Traded Fund,USA,-,-,120.51,0.20%,326
2840,FRBA,First Bank,Financial,Banks - Regional,USA,253.76M,8.61,13.3,-1.48%,11694
2841,FRBK,"Republic First Bancorp, Inc.",Financial,Banks - Regional,USA,192.73M,18.01,3.35,-0.89%,50111
2842,FRC,First Republic Bank,Financial,Banks - Regional,USA,35.32B,29.08,202.13,0.19%,404231
2843,FRD,"Friedman Industries, Incorporated",Basic Materials,Steel,USA,78.59M,3.49,11.89,-0.42%,14343
2844,FRDM,Alpha Architect Freedom 100 Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,35.14,0.98%,25947
2845,FREE,"Whole Earth Brands, Inc.",Consumer Defensive,Packaged Foods,USA,483.58M,-,12.81,1.91%,146309
2846,FREL,Fidelity MSCI Real Estate Index ETF,Financial,Exchange Traded Fund,USA,-,-,33.1,0.03%,341916
2847,FREQ,"Frequency Therapeutics, Inc.",Healthcare,Biotechnology,USA,256.29M,-,7.63,-4.15%,131402
2848,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,USA,1.40B,-,35.93,1.67%,165990
2849,FRGI,"Fiesta Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA,296.22M,40.24,11.63,-1.19%,60066
2850,FRHC,Freedom Holding Corp.,Financial,Capital Markets,Kazakhstan,3.73B,21.92,63.45,-0.53%,301908
2851,FRI,First Trust S&P REIT Index Fund,Financial,Exchange Traded Fund,USA,-,-,30.49,0.00%,13171
2852,FRLG,Large Cap Growth Index-Linked ETN due 2028,Financial,Exchange Traded Fund,USA,-,-,342.61,0.63%,110
2853,FRLN,Freeline Therapeutics Holdings plc,Healthcare,Biotechnology,United Kingdom,124.93M,-,3.93,-4.15%,148200
2854,FRME,First Merchants Corporation,Financial,Banks - Regional,USA,2.11B,11.72,40.39,-0.98%,100040
2855,FRO,Frontline Ltd.,Energy,Oil & Gas Midstream,Bermuda,1.58B,5.49,7.67,-1.29%,1019045
2856,FROG,JFrog Ltd.,Technology,Software - Application,USA,3.55B,-,37.79,0.03%,727818
2857,FRONU,Frontier Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.96,0.54%,17998
2858,FRPH,"FRP Holdings, Inc.",Real Estate,Real Estate Services,USA,537.61M,15.29,57.56,-1.77%,12422
2859,FRPT,"Freshpet, Inc.",Consumer Defensive,Packaged Foods,USA,5.57B,-,132.76,-0.87%,196670
2860,FRSGU,First Reserve Sustainable Growth Corp.,Financial,Shell Companies,USA,-,-,9.99,0.00%,598
2861,FRST,Primis Financial Corp.,Financial,Banks - Regional,USA,353.27M,9.58,14.95,-0.20%,26136
2862,FRSX,Foresight Autonomous Holdings Ltd.,Consumer Cyclical,Auto Parts,Israel,204.96M,-,3.18,-1.55%,407420
2863,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,USA,9.40B,62.14,122.86,-0.23%,414535
2864,FRTA,"Forterra, Inc.",Industrials,Building Products & Equipment,USA,1.58B,15.44,23.69,0.55%,93118
2865,FRWAU,PWP Forward Acquisition Corp. I,Financial,Shell Companies,USA,-,-,9.77,0.00%,13684
2866,FSBW,"FS Bancorp, Inc.",Financial,Banks - Regional,USA,262.72M,6.57,33.51,-1.44%,16624
2867,FSD,First Trust High Income Long/Short Fund,Financial,Closed-End Fund - Debt,USA,533.85M,-,15.95,-0.44%,61748
2868,FSFG,"First Savings Financial Group, Inc.",Financial,Banks - Regional,USA,205.70M,5.16,86.43,-0.63%,6575
2869,FSI,Flexible Solutions International Inc.,Basic Materials,Specialty Chemicals,Canada,44.68M,14.2,3.65,0.83%,6214
2870,FSII,FS Development Corp. II,Financial,Shell Companies,USA,256.51M,-,9.95,0.30%,74054
2871,FSK,FS KKR Capital Corp.,Financial,Asset Management,USA,6.61B,5.77,23.18,0.00%,820533
2872,FSLR,"First Solar, Inc.",Technology,Solar,USA,9.84B,17.86,94.06,-0.85%,566404
2873,FSLY,"Fastly, Inc.",Technology,Software - Application,USA,5.36B,-,46.69,-1.21%,1999406
2874,FSM,Fortuna Silver Mines Inc.,Basic Materials,Silver,Canada,846.90M,16.32,4.57,3.86%,3722684
2875,FSMB,First Trust Short Duration Managed Municipal ETF,Financial,Exchange Traded Fund,USA,-,-,20.93,0.02%,35260
2876,FSMD,Fidelity Small-Mid Multifactor ETF,Financial,Exchange Traded Fund,USA,-,-,34.87,-0.32%,13608
2877,FSMO,Fidelity Small-Mid Cap Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,23.87,-0.15%,5102
2878,FSP,Franklin Street Properties Corp.,Real Estate,REIT - Office,USA,466.97M,10.47,4.43,-4.32%,1809906
2879,FSR,Fisker Inc.,Consumer Cyclical,Auto Manufacturers,USA,4.06B,-,14.01,-0.99%,5250710
2880,FSRXU,FinServ Acquisition Corp. II,Financial,Shell Companies,USA,-,-,9.9,0.71%,1260
2881,FSS,Federal Signal Corporation,Industrials,Pollution & Treatment Controls,USA,2.44B,24.6,41.09,-0.07%,169159
2882,FSSI,Fortistar Sustainable Solutions Corp.,Financial,Shell Companies,USA,313.37M,-,9.69,0.41%,72418
2883,FSSIU,Fortistar Sustainable Solutions Corp.,Financial,Shell Companies,USA,-,-,10,0.00%,0
2884,FST,FAST Acquisition Corp.,Financial,Shell Companies,USA,312.74M,-,12.95,-0.84%,8431
2885,FSTA,Fidelity MSCI Consumer Staples Index ETF,Financial,Exchange Traded Fund,USA,-,-,44.13,-0.18%,50015
2886,FSTR,L.B. Foster Company,Industrials,Railroads,USA,174.96M,8.44,16.17,-4.09%,27313
2887,FSTX,"F-star Therapeutics, Inc.",Healthcare,Biotechnology,United Kingdom,160.36M,-,7.99,2.30%,97474
2888,FSV,FirstService Corporation,Real Estate,Real Estate Services,Canada,10.64B,58,188.89,-0.61%,13113
2889,FSZ,First Trust Switzerland AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,71.09,-0.15%,1225
2890,FT,Franklin Universal Trust,Financial,Closed-End Fund - Debt,USA,215.63M,23.44,8.58,0.23%,24123
2891,FTA,First Trust Large Cap Value AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,67.2,-0.55%,20426
2892,FTAAU,FTAC Athena Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.15,2.52%,3612
2893,FTAG,First Trust Indxx Global Agriculture ETF,Financial,Exchange Traded Fund,USA,-,-,29.92,0.35%,532
2894,FTAI,Fortress Transportation and Infrastructure Investors LLC,Industrials,Rental & Leasing Services,USA,2.37B,-,27.95,-0.50%,204672
2895,FTC,First Trust Large Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,119.12,0.52%,17992
2896,FTCH,Farfetch Limited,Consumer Cyclical,Internet Retail,United Kingdom,14.91B,-,43.43,0.02%,2436981
2897,FTCI,"FTC Solar, Inc.",Technology,Solar,USA,850.68M,-,10.32,-1.62%,274631
2898,FTCS,First Trust Capital Strength ETF,Financial,Exchange Traded Fund,USA,-,-,79.84,-0.10%,856259
2899,FTCV,Fintech Acquisition Corp. V,Financial,Shell Companies,USA,352.16M,-,10.3,0.29%,659706
2900,FTCVU,Fintech Acquisition Corp. V,Financial,Shell Companies,USA,-,-,11.35,3.04%,620
2901,FTDR,"frontdoor, inc.",Consumer Cyclical,Personal Services,USA,3.60B,39.57,43.8,-0.23%,349551
2902,FTEC,Fidelity MSCI Information Technology Index ETF,Financial,Exchange Traded Fund,USA,-,-,126.82,0.51%,241249
2903,FTEK,"Fuel Tech, Inc.",Industrials,Pollution & Treatment Controls,USA,55.69M,89.05,1.87,-1.06%,132401
2904,FTF,Franklin Limited Duration Income Trust,Financial,Asset Management,USA,280.89M,25.82,9.32,-0.11%,66630
2905,FTFT,Future FinTech Group Inc.,Technology,Software - Application,China,197.41M,-,2.84,10.08%,69364432
2906,FTGC,First Trust Global Tactical Commodity Strategy Fund,Financial,Exchange Traded Fund,USA,-,-,24,1.22%,236658
2907,FTHI,First Trust BuyWrite Income ETF,Financial,Exchange Traded Fund,USA,-,-,21.76,-0.09%,6770
2908,FTHM,Fathom Holdings Inc.,Real Estate,Real Estate Services,USA,418.75M,-,29.08,-1.29%,23604
2909,FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,United Kingdom,2.89B,14.11,6.63,-2.36%,3180492
2910,FTK,"Flotek Industries, Inc.",Energy,Oil & Gas Equipment & Services,USA,102.26M,-,1.37,0.74%,142440
2911,FTLS,First Trust Long/Short Equity ETF,Financial,Exchange Traded Fund,USA,-,-,50.03,0.14%,10411
2912,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,51.31B,103.29,320.19,2.00%,703729
2913,FTPAU,FTAC Parnassus Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.96,0.40%,5923
2914,FTRI,First Trust Indxx Global Natural Resources Income ETF,Financial,Exchange Traded Fund,USA,-,-,14.5,0.73%,4579
2915,FTS,Fortis Inc.,Utilities,Utilities - Regulated Electric,Canada,27.44B,17.52,46.13,-0.32%,171218
2916,FTSD,Franklin Liberty Short Duration U.S. Government ETF,Financial,Exchange Traded Fund,USA,-,-,94.8,0.02%,8721
2917,FTSI,"FTS International, Inc.",Energy,Oil & Gas Equipment & Services,USA,316.00M,-,23.39,-0.04%,59715
2918,FTSL,First Trust Senior Loan Fund,Financial,Exchange Traded Fund,USA,-,-,47.96,0.00%,221027
2919,FTSM,First Trust Enhanced Short Maturity ETF,Financial,Exchange Traded Fund,USA,-,-,59.94,0.00%,333178
2920,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,USA,26.84B,17.11,75.5,0.73%,2177520
2921,FTXD,First Trust Nasdaq Retail ETF,Financial,Exchange Traded Fund,USA,-,-,35.71,-0.56%,15812
2922,FTXH,First Trust Nasdaq Pharmaceuticals ETF,Financial,Exchange Traded Fund,USA,-,-,26.68,-0.14%,865
2923,FTXL,First Trust Nasdaq Semiconductor ETF,Financial,Exchange Traded Fund,USA,-,-,69.56,0.80%,4616
2924,FTXN,First Trust Nasdaq Oil & Gas ETF,Financial,Exchange Traded Fund,USA,-,-,16.8,-0.24%,6058
2925,FTXO,First Trust Nasdaq Bank ETF,Financial,Exchange Traded Fund,USA,-,-,31.73,-0.31%,32982
2926,FTXR,First Trust Nasdaq Transportation ETF,Financial,Exchange Traded Fund,USA,-,-,32.05,-0.81%,51237
2927,FUBO,fuboTV Inc.,Communication Services,Broadcasting,USA,4.10B,-,29.97,0.81%,7378673
2928,FUL,H.B. Fuller Company,Basic Materials,Specialty Chemicals,USA,3.48B,22.49,67.95,0.25%,364778
2929,FULC,"Fulcrum Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.08B,-,28.07,0.04%,402529
2930,FULT,Fulton Financial Corporation,Financial,Banks - Regional,USA,2.48B,10.52,15.67,-0.38%,760570
2931,FUMB,First Trust Ultra Short Duration Municipal ETF,Financial,Exchange Traded Fund,USA,-,-,20.18,0.00%,91328
2932,FUN,"Cedar Fair, L.P.",Consumer Cyclical,Leisure,USA,2.49B,-,43.88,-0.68%,108526
2933,FUNC,First United Corporation,Financial,Banks - Regional,USA,122.79M,7.36,18.52,-1.28%,9175
2934,FUND,"Sprott Focus Trust, Inc.",Financial,Closed-End Fund - Equity,USA,253.01M,19.15,8.54,1.07%,63958
2935,FUNL,CornerCap Fundametrics Large-Cap ETF FUNL,Financial,Exchange Traded Fund,USA,-,-,34.4,-0.33%,358
2936,FURY,Fury Gold Mines Limited,Basic Materials,Other Industrial Metals & Mining,Canada,112.84M,-,0.78,6.05%,274063
2937,FUSE,Fusion Acquisition Corp.,Financial,Shell Companies,USA,434.91M,-,9.95,-0.40%,831827
2938,FUSN,Fusion Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,375.76M,-,9.05,-0.55%,29245
2939,FUTU,Futu Holdings Limited,Financial,Capital Markets,Hong Kong,16.30B,49.44,106.35,-0.62%,4298026
2940,FUTY,Fidelity MSCI Utilities Index ETF,Financial,Exchange Traded Fund,USA,-,-,44.73,-0.91%,86935
2941,FUV,"Arcimoto, Inc.",Consumer Cyclical,Recreational Vehicles,USA,452.72M,-,12.17,-2.87%,559863
2942,FV,First Trust Dorsey Wright Focus 5 ETF,Financial,Exchange Traded Fund,USA,-,-,48.3,-0.14%,106213
2943,FVAL,Fidelity Value Factor ETF,Financial,Exchange Traded Fund,USA,-,-,50.35,-0.14%,34069
2944,FVAM,5:01 Acquisition Corp.,Financial,Shell Companies,USA,104.23M,-,9.75,-0.15%,202
2945,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,Financial,Exchange Traded Fund,USA,-,-,37.08,-0.04%,3501
2946,FVCB,"FVCBankcorp, Inc.",Financial,Banks - Regional,USA,267.45M,14.33,19.68,-1.11%,7856
2947,FVD,First Trust Value Line Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,41.57,-0.36%,773810
2948,FVE,Five Star Senior Living Inc.,Healthcare,Medical Care Facilities,USA,145.14M,-,4.53,-2.58%,30397
2949,FVRR,Fiverr International Ltd.,Consumer Cyclical,Internet Retail,Israel,6.58B,-,183.9,0.46%,398280
2950,FVT,Fortress Value Acquisition Corp. III,Financial,Shell Companies,USA,279.75M,-,9.71,0.31%,30408
2951,FWAA,Fifth Wall Acquisition Corp. I,Financial,Shell Companies,USA,430.12M,-,12.1,0.00%,0
2952,FWDB,AdvisorShares FolioBeyond Smart Core Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.13,0.23%,798
2953,FWONA,Formula One Group,Communication Services,Broadcasting,USA,29.95B,-,47.09,0.62%,139730
2954,FWONK,Formula One Group,Communication Services,Broadcasting,USA,10.46B,-,51.4,0.37%,499069
2955,FWP,Forward Pharma A/S,Healthcare,Biotechnology,Denmark,51.51M,-,7.9,-6.73%,460891
2956,FWRD,Forward Air Corporation,Industrials,Integrated Freight & Logistics,USA,2.36B,31.13,89.38,-0.97%,82215
2957,FXA,Invesco CurrencyShares Australian Dollar Trust,Financial,Exchange Traded Fund,USA,-,-,74.02,0.67%,7009
2958,FXB,Invesco CurrencyShares British Pound Sterling Trust,Financial,Exchange Traded Fund,USA,-,-,133.6,0.23%,7872
2959,FXC,Invesco CurrencyShares Canadian Dollar Trust,Financial,Exchange Traded Fund,USA,-,-,78.31,0.23%,12246
2960,FXD,First Trust Consumer Discretionary AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,61.67,-0.56%,52398
2961,FXE,Invesco CurrencyShares Euro Currency Trust,Financial,Exchange Traded Fund,USA,-,-,110.85,0.05%,70112
2962,FXF,Invesco CurrencyShares Swiss Franc Trust,Financial,Exchange Traded Fund,USA,-,-,98.89,0.00%,21005
2963,FXG,First Trust Consumer Staples AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,57.87,-0.23%,11658
2964,FXH,First Trust Health Care AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,128.11,0.02%,28139
2965,FXI,iShares China Large-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,41.47,0.17%,10343484
2966,FXL,First Trust Technology AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,130.05,0.88%,28134
2967,FXLV,F45 Training Holdings Inc.,Consumer Cyclical,Leisure,USA,1.12B,-,14.25,-3.72%,359661
2968,FXN,First Trust Energy AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,10.57,-0.19%,187924
